livestream_id,dj_id,date,total_viewers,avg_view_duration_minutes,music_source,is_treatment_group,is_commercial_user,follower_count_at_stream
LS_101_DJ_60,DJ_60,2025-05-01,10996,31.558941807276074,Original,False,False,386245
LS_102_DJ_61,DJ_61,2025-05-01,9001,30.425084801228326,Original,False,False,270892
LS_103_DJ_61,DJ_61,2025-05-01,10505,28.21115249448284,Original,False,False,270892
LS_104_DJ_62,DJ_62,2025-05-01,10990,31.591410666470534,Licensed,False,False,233576
LS_105_DJ_63,DJ_63,2025-05-01,9402,30.596305506419124,Original,False,False,496314
LS_106_DJ_63,DJ_63,2025-05-01,9883,30.73546680109126,Original,False,False,496314
LS_107_DJ_63,DJ_63,2025-05-01,9012,31.757376228307667,Original,False,False,496314
LS_108_DJ_64,DJ_64,2025-05-01,10299,29.291041554117697,Original,False,False,18545
LS_109_DJ_64,DJ_64,2025-05-01,9307,27.24440567455502,Licensed,False,False,18545
LS_110_DJ_64,DJ_64,2025-05-01,11082,26.939554939844804,Licensed,False,False,18545
LS_111_DJ_65,DJ_65,2025-05-01,9402,27.828480182586198,Original,False,False,394803
LS_112_DJ_67,DJ_67,2025-05-01,9341,31.179185269347016,Original,False,False,170838
LS_113_DJ_67,DJ_67,2025-05-01,10202,28.723821544170065,Licensed,False,False,170838
LS_114_DJ_69,DJ_69,2025-05-01,10323,29.539473975906233,Licensed,False,False,360701
LS_115_DJ_69,DJ_69,2025-05-01,9579,33.835491129867435,Original,False,False,360701
LS_116_DJ_70,DJ_70,2025-05-01,9262,27.329363268835834,Licensed,False,False,66087
LS_117_DJ_72,DJ_72,2025-05-01,9653,29.83610824583114,Original,False,True,73840
LS_118_DJ_72,DJ_72,2025-05-01,9863,28.79755547673331,Licensed,False,True,73840
LS_119_DJ_72,DJ_72,2025-05-01,9470,30.906207346863802,Licensed,False,True,73840
LS_120_DJ_73,DJ_73,2025-05-01,9665,27.565657782003033,Licensed,False,False,123451
LS_121_DJ_73,DJ_73,2025-05-01,10307,31.009867827070874,Original,False,False,123451
LS_122_DJ_74,DJ_74,2025-05-01,9384,29.81792398580426,Licensed,False,False,452600
LS_123_DJ_74,DJ_74,2025-05-01,11021,31.542409554059176,Licensed,False,False,452600
LS_124_DJ_74,DJ_74,2025-05-01,11001,34.37774827995349,Licensed,False,False,452600
LS_125_DJ_74,DJ_74,2025-05-01,10170,26.53375170200535,Original,False,False,452600
LS_126_DJ_74,DJ_74,2025-05-01,10643,33.01966123130535,Original,False,False,452600
LS_127_DJ_75,DJ_75,2025-05-01,9557,33.02374795621087,Original,False,False,318149
LS_128_DJ_75,DJ_75,2025-05-01,10798,29.0924820991133,Licensed,False,False,318149
LS_129_DJ_75,DJ_75,2025-05-01,9558,33.83295165657145,Licensed,False,False,318149
LS_130_DJ_77,DJ_77,2025-05-01,9747,31.484168617945475,Original,False,True,44353
LS_131_DJ_77,DJ_77,2025-05-01,11071,29.955515134997192,Licensed,False,True,44353
LS_132_DJ_78,DJ_78,2025-05-01,9125,29.96555623294139,Original,False,False,198075
LS_133_DJ_78,DJ_78,2025-05-01,9276,30.263013800423202,Original,False,False,198075
LS_134_DJ_79,DJ_79,2025-05-01,9614,30.530721156153373,Licensed,False,True,219283
LS_135_DJ_79,DJ_79,2025-05-01,8848,33.0763659912245,Original,False,True,219283
LS_136_DJ_80,DJ_80,2025-05-01,9864,29.05953021151731,Licensed,False,False,319877
LS_137_DJ_80,DJ_80,2025-05-01,10735,31.311762343802318,Original,False,False,319877
LS_138_DJ_80,DJ_80,2025-05-01,9354,31.204095922816812,Licensed,False,False,319877
LS_139_DJ_80,DJ_80,2025-05-01,9832,30.135581913587647,Licensed,False,False,319877
LS_140_DJ_84,DJ_84,2025-05-01,10383,31.471828013808402,Licensed,False,False,421880
LS_141_DJ_85,DJ_85,2025-05-01,10718,32.99993704750508,Licensed,False,False,72172
LS_142_DJ_85,DJ_85,2025-05-01,10885,31.30376048920153,Licensed,False,False,72172
LS_143_DJ_87,DJ_87,2025-05-01,10106,30.102633234021642,Licensed,False,False,261951
LS_144_DJ_89,DJ_89,2025-05-01,9038,30.25966490989312,Licensed,False,False,251458
LS_145_DJ_90,DJ_90,2025-05-01,10624,30.335167022358895,Licensed,False,True,293880
LS_146_DJ_90,DJ_90,2025-05-01,10545,30.526677175952923,Original,False,True,293880
LS_147_DJ_91,DJ_91,2025-05-01,11394,29.553779353944243,Original,False,False,230281
LS_148_DJ_91,DJ_91,2025-05-01,8852,30.966536704632908,Original,False,False,230281
LS_149_DJ_91,DJ_91,2025-05-01,9514,25.890126251090766,Original,False,False,230281
LS_150_DJ_92,DJ_92,2025-05-01,10037,29.828603010198908,Original,False,False,117859
LS_151_DJ_94,DJ_94,2025-05-01,11053,29.674908014873168,Licensed,False,False,399070
LS_152_DJ_97,DJ_97,2025-05-01,11291,31.924822990630943,Original,False,False,274536
LS_153_DJ_98,DJ_98,2025-05-01,9552,31.669070760725397,Original,False,True,322824
LS_154_DJ_98,DJ_98,2025-05-01,10528,31.26015659993369,Original,False,True,322824
LS_155_DJ_98,DJ_98,2025-05-01,10326,31.01516656031126,Original,False,True,322824
LS_156_DJ_98,DJ_98,2025-05-01,10729,30.02208017632289,Licensed,False,True,322824
LS_157_DJ_98,DJ_98,2025-05-01,9036,32.738645950016256,Licensed,False,True,322824
LS_158_DJ_99,DJ_99,2025-05-01,9049,31.384061980661393,Original,False,True,262426
LS_159_DJ_99,DJ_99,2025-05-01,9915,28.197922409659018,Licensed,False,True,262426
LS_160_DJ_99,DJ_99,2025-05-01,11138,28.701180194375635,Original,False,True,262426
LS_161_DJ_1,DJ_1,2025-05-02,10158,33.6811951150793,Copyrighted,True,False,55015
LS_162_DJ_1,DJ_1,2025-05-02,10513,32.708746516261485,Copyrighted,True,False,55015
LS_163_DJ_2,DJ_2,2025-05-02,9155,28.01020229644164,Copyrighted,True,False,253550
LS_164_DJ_2,DJ_2,2025-05-02,9008,32.535565877529734,Copyrighted,True,False,253550
LS_165_DJ_3,DJ_3,2025-05-02,8757,33.49050624226535,Copyrighted,True,False,127096
LS_166_DJ_3,DJ_3,2025-05-02,9627,28.712540804346684,Copyrighted,True,False,127096
LS_167_DJ_3,DJ_3,2025-05-02,9071,29.09642693381009,Copyrighted,True,False,127096
LS_168_DJ_3,DJ_3,2025-05-02,8802,31.518585818607253,Copyrighted,True,False,127096
LS_169_DJ_4,DJ_4,2025-05-02,9677,29.15401426997109,Copyrighted,True,True,112059
LS_170_DJ_5,DJ_5,2025-05-02,11013,28.756610046448156,Copyrighted,True,True,190340
LS_171_DJ_5,DJ_5,2025-05-02,9125,27.917915527719646,Copyrighted,True,True,190340
LS_172_DJ_6,DJ_6,2025-05-02,10519,27.652342589144105,Copyrighted,True,True,115687
LS_173_DJ_6,DJ_6,2025-05-02,9289,28.14958513390451,Copyrighted,True,True,115687
LS_174_DJ_6,DJ_6,2025-05-02,9175,31.551715683286194,Copyrighted,True,True,115687
LS_175_DJ_6,DJ_6,2025-05-02,9622,33.087420510751876,Copyrighted,True,True,115687
LS_176_DJ_7,DJ_7,2025-05-02,9396,31.5709578504991,Copyrighted,True,False,355083
LS_177_DJ_7,DJ_7,2025-05-02,11376,32.88755876893522,Copyrighted,True,False,355083
LS_178_DJ_8,DJ_8,2025-05-02,9611,30.910809452054842,Copyrighted,True,False,416357
LS_179_DJ_8,DJ_8,2025-05-02,10156,31.49473004570553,Copyrighted,True,False,416357
LS_180_DJ_9,DJ_9,2025-05-02,9502,27.094624391165137,Copyrighted,True,False,216428
LS_181_DJ_10,DJ_10,2025-05-02,10709,33.4347489177189,Copyrighted,True,True,110878
LS_182_DJ_12,DJ_12,2025-05-02,10225,28.765327305556607,Copyrighted,True,False,454260
LS_183_DJ_13,DJ_13,2025-05-02,9694,31.004348080055387,Copyrighted,True,False,203286
LS_184_DJ_14,DJ_14,2025-05-02,11146,29.269285003558608,Copyrighted,True,True,254002
LS_185_DJ_15,DJ_15,2025-05-02,8677,29.34812980179769,Copyrighted,True,True,255396
LS_186_DJ_15,DJ_15,2025-05-02,10245,29.024798645480523,Copyrighted,True,True,255396
LS_187_DJ_15,DJ_15,2025-05-02,10304,31.538231115858505,Copyrighted,True,True,255396
LS_188_DJ_15,DJ_15,2025-05-02,9957,27.92995374233182,Copyrighted,True,True,255396
LS_189_DJ_15,DJ_15,2025-05-02,10324,32.64690897154996,Copyrighted,True,True,255396
LS_190_DJ_15,DJ_15,2025-05-02,9406,31.20854318340551,Copyrighted,True,True,255396
LS_191_DJ_16,DJ_16,2025-05-02,10696,32.02661591921112,Copyrighted,True,False,169899
LS_192_DJ_16,DJ_16,2025-05-02,10437,30.754005762558602,Copyrighted,True,False,169899
LS_193_DJ_16,DJ_16,2025-05-02,10058,31.871025800863503,Copyrighted,True,False,169899
LS_194_DJ_19,DJ_19,2025-05-02,9638,31.155771901049317,Copyrighted,True,False,479950
LS_195_DJ_19,DJ_19,2025-05-02,10108,32.1348921982771,Copyrighted,True,False,479950
LS_196_DJ_23,DJ_23,2025-05-02,9799,27.60592913418756,Copyrighted,True,False,420515
LS_197_DJ_25,DJ_25,2025-05-02,9511,33.880164836264285,Copyrighted,True,False,376369
LS_198_DJ_26,DJ_26,2025-05-02,9071,30.66053962294503,Copyrighted,True,True,69044
LS_199_DJ_26,DJ_26,2025-05-02,10698,30.26676052301173,Copyrighted,True,True,69044
LS_200_DJ_26,DJ_26,2025-05-02,10196,29.14805244818104,Copyrighted,True,True,69044
LS_201_DJ_26,DJ_26,2025-05-02,9439,31.644113559045593,Copyrighted,True,True,69044
LS_202_DJ_27,DJ_27,2025-05-02,9701,30.4743160465286,Copyrighted,True,False,440773
LS_203_DJ_27,DJ_27,2025-05-02,9748,26.395840706209153,Copyrighted,True,False,440773
LS_204_DJ_28,DJ_28,2025-05-02,10514,29.841430938420135,Copyrighted,True,False,447296
LS_205_DJ_28,DJ_28,2025-05-02,9879,29.090295755239392,Copyrighted,True,False,447296
LS_206_DJ_28,DJ_28,2025-05-02,9621,31.452798616842163,Copyrighted,True,False,447296
LS_207_DJ_29,DJ_29,2025-05-02,9815,30.19963496188847,Copyrighted,True,True,114556
LS_208_DJ_30,DJ_30,2025-05-02,10173,28.788838516291385,Copyrighted,True,False,7693
LS_209_DJ_30,DJ_30,2025-05-02,10948,30.514515190537047,Copyrighted,True,False,7693
LS_210_DJ_31,DJ_31,2025-05-02,8760,29.768350397103468,Copyrighted,True,True,493219
LS_211_DJ_31,DJ_31,2025-05-02,8924,28.473191832480683,Copyrighted,True,True,493219
LS_212_DJ_33,DJ_33,2025-05-02,9825,27.049791230709047,Copyrighted,True,False,248307
LS_213_DJ_33,DJ_33,2025-05-02,10123,29.874875244927082,Copyrighted,True,False,248307
LS_214_DJ_34,DJ_34,2025-05-02,10480,26.818523085669167,Copyrighted,True,False,205235
LS_215_DJ_35,DJ_35,2025-05-02,9687,27.066324431732866,Copyrighted,True,False,30939
LS_216_DJ_36,DJ_36,2025-05-02,9369,28.40243064190765,Copyrighted,True,False,447141
LS_217_DJ_36,DJ_36,2025-05-02,9562,32.65705592106056,Copyrighted,True,False,447141
LS_218_DJ_37,DJ_37,2025-05-02,9307,30.1659088652962,Copyrighted,True,True,441157
LS_219_DJ_37,DJ_37,2025-05-02,9633,32.66938215406427,Copyrighted,True,True,441157
LS_220_DJ_37,DJ_37,2025-05-02,10118,30.250043505810925,Copyrighted,True,True,441157
LS_221_DJ_37,DJ_37,2025-05-02,10689,33.78779169722772,Copyrighted,True,True,441157
LS_222_DJ_37,DJ_37,2025-05-02,9947,28.71925724851512,Copyrighted,True,True,441157
LS_223_DJ_37,DJ_37,2025-05-02,10044,31.240122961195574,Copyrighted,True,True,441157
LS_224_DJ_38,DJ_38,2025-05-02,9984,30.420949976752368,Copyrighted,True,False,157906
LS_225_DJ_40,DJ_40,2025-05-02,10346,30.4304378558545,Copyrighted,True,True,293249
LS_226_DJ_41,DJ_41,2025-05-02,9979,27.476872491365476,Copyrighted,True,False,80766
LS_227_DJ_41,DJ_41,2025-05-02,10482,31.148703086471315,Copyrighted,True,False,80766
LS_228_DJ_41,DJ_41,2025-05-02,11141,29.64799409657938,Copyrighted,True,False,80766
LS_229_DJ_41,DJ_41,2025-05-02,10203,29.60220731309623,Copyrighted,True,False,80766
LS_230_DJ_43,DJ_43,2025-05-02,10461,29.132881584957993,Copyrighted,True,False,420192
LS_231_DJ_44,DJ_44,2025-05-02,10539,33.57551027288866,Copyrighted,True,False,49262
LS_232_DJ_44,DJ_44,2025-05-02,10200,32.228785905838414,Copyrighted,True,False,49262
LS_233_DJ_44,DJ_44,2025-05-02,9178,30.758671930105166,Copyrighted,True,False,49262
LS_234_DJ_45,DJ_45,2025-05-02,9107,31.11126134620034,Copyrighted,True,False,392261
LS_235_DJ_45,DJ_45,2025-05-02,10327,28.59427404315647,Copyrighted,True,False,392261
LS_236_DJ_46,DJ_46,2025-05-02,10523,31.179435526484585,Copyrighted,True,False,290920
LS_237_DJ_46,DJ_46,2025-05-02,10490,30.6246753304738,Copyrighted,True,False,290920
LS_238_DJ_47,DJ_47,2025-05-02,10365,28.19532997183089,Copyrighted,True,False,166152
LS_239_DJ_47,DJ_47,2025-05-02,9658,27.994581706961412,Copyrighted,True,False,166152
LS_240_DJ_47,DJ_47,2025-05-02,9234,29.996173993617198,Copyrighted,True,False,166152
LS_241_DJ_48,DJ_48,2025-05-02,10118,29.48674586755869,Copyrighted,True,False,133376
LS_242_DJ_49,DJ_49,2025-05-02,10122,29.69868392062465,Copyrighted,True,True,465058
LS_243_DJ_50,DJ_50,2025-05-02,10469,32.123664580857465,Original,False,False,459589
LS_244_DJ_51,DJ_51,2025-05-02,10460,31.490710199109742,Original,False,False,142848
LS_245_DJ_53,DJ_53,2025-05-02,9549,30.017185423187716,Original,False,False,132948
LS_246_DJ_55,DJ_55,2025-05-02,9128,31.993215789903264,Original,False,False,407690
LS_247_DJ_56,DJ_56,2025-05-02,9527,26.76294311352633,Licensed,False,True,456269
LS_248_DJ_56,DJ_56,2025-05-02,10920,29.052911867518862,Original,False,True,456269
LS_249_DJ_56,DJ_56,2025-05-02,10588,27.095842176235536,Licensed,False,True,456269
LS_250_DJ_58,DJ_58,2025-05-02,9225,28.975334428197545,Licensed,False,True,141602
LS_251_DJ_60,DJ_60,2025-05-02,10486,29.70037921794733,Original,False,False,386245
LS_252_DJ_61,DJ_61,2025-05-02,10076,30.18636934626965,Licensed,False,False,270892
LS_253_DJ_61,DJ_61,2025-05-02,10104,30.72660589245769,Licensed,False,False,270892
LS_254_DJ_61,DJ_61,2025-05-02,9299,32.61902120455112,Original,False,False,270892
LS_255_DJ_64,DJ_64,2025-05-02,10044,30.094346138903614,Licensed,False,False,18545
LS_256_DJ_65,DJ_65,2025-05-02,11001,34.019769175591854,Original,False,False,394803
LS_257_DJ_66,DJ_66,2025-05-02,10559,27.419979913427266,Original,False,True,464415
LS_258_DJ_68,DJ_68,2025-05-02,9243,31.69129019753648,Original,False,True,340674
LS_259_DJ_68,DJ_68,2025-05-02,10033,27.949550860485804,Original,False,True,340674
LS_260_DJ_68,DJ_68,2025-05-02,9452,30.33415648636871,Original,False,True,340674
LS_261_DJ_70,DJ_70,2025-05-02,9639,29.806686015059896,Licensed,False,False,66087
LS_262_DJ_71,DJ_71,2025-05-02,10749,30.323252809709086,Licensed,False,True,494055
LS_263_DJ_72,DJ_72,2025-05-02,10907,29.397258419801783,Original,False,True,73840
LS_264_DJ_72,DJ_72,2025-05-02,9792,30.943969205070367,Original,False,True,73840
LS_265_DJ_73,DJ_73,2025-05-02,9231,31.141865330687406,Licensed,False,False,123451
LS_266_DJ_76,DJ_76,2025-05-02,9253,28.302951300293437,Original,False,False,444792
LS_267_DJ_77,DJ_77,2025-05-02,10088,32.64525325817022,Licensed,False,True,44353
LS_268_DJ_78,DJ_78,2025-05-02,9298,30.586015700494777,Licensed,False,False,198075
LS_269_DJ_79,DJ_79,2025-05-02,10222,30.14243153534158,Original,False,True,219283
LS_270_DJ_79,DJ_79,2025-05-02,9570,31.41299576770202,Original,False,True,219283
LS_271_DJ_80,DJ_80,2025-05-02,9437,30.34310226337703,Licensed,False,False,319877
LS_272_DJ_80,DJ_80,2025-05-02,10992,28.38899799185751,Original,False,False,319877
LS_273_DJ_81,DJ_81,2025-05-02,9468,29.69237579305435,Original,False,False,70318
LS_274_DJ_81,DJ_81,2025-05-02,11388,28.408633760983296,Licensed,False,False,70318
LS_275_DJ_81,DJ_81,2025-05-02,8691,29.042304158955414,Original,False,False,70318
LS_276_DJ_81,DJ_81,2025-05-02,9230,30.263722559284197,Licensed,False,False,70318
LS_277_DJ_82,DJ_82,2025-05-02,9704,30.656067356252795,Licensed,False,False,246025
LS_278_DJ_85,DJ_85,2025-05-02,9595,27.63510483852347,Original,False,False,72172
LS_279_DJ_86,DJ_86,2025-05-02,9680,33.86491279891901,Original,False,False,221688
LS_280_DJ_86,DJ_86,2025-05-02,10639,33.01506785737371,Original,False,False,221688
LS_281_DJ_86,DJ_86,2025-05-02,10170,29.087556918770535,Original,False,False,221688
LS_282_DJ_87,DJ_87,2025-05-02,10501,28.179247729119627,Licensed,False,False,261951
LS_283_DJ_88,DJ_88,2025-05-02,10135,30.96467308132169,Licensed,False,False,98264
LS_284_DJ_92,DJ_92,2025-05-02,10825,30.383630638727695,Licensed,False,False,117859
LS_285_DJ_92,DJ_92,2025-05-02,9327,30.258071879399854,Licensed,False,False,117859
LS_286_DJ_93,DJ_93,2025-05-02,10691,32.16376396357598,Licensed,False,False,379325
LS_287_DJ_93,DJ_93,2025-05-02,10774,29.551034816881504,Licensed,False,False,379325
LS_288_DJ_93,DJ_93,2025-05-02,9741,28.697193451933167,Licensed,False,False,379325
LS_289_DJ_93,DJ_93,2025-05-02,10615,28.22587878355759,Original,False,False,379325
